subject, fuzzer, trial, total, tte, crashes
harfbuzz_hb-shape-fuzzer, aflchurn_noage, trial-754578, 25065, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_noage, trial-754579, 25065, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754943, 1776, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754944, 11689, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754946, 8060, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754945, 31316, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754941, 37690, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754942, 34776, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754954, 82057, 1409,  1
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754947, 34023, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754949, 31306, 22897,  1
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754952, 26041, 23946,  1
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754951, 40944, 18369,  1
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754950, 30010, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-758052, 29660, 11232,  2
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-757826, 42922, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754953, 35009, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-758175, 33969, 10237,  4
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754955, 25878, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754948, 28150, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754956, 46309, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754958, 37557, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754957, 23379, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754959, 49106, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_nochurn, trial-754960, 49226, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755304, 1674, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755306, 26570, 3173,  1
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755309, 3489, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755302, 885, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755311, 24703, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755303, 38426, 4011,  4
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755317, 10663, 1474,  1
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755310, 5288, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755301, 35464, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755305, 50569, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755315, 27809, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755313, 47668, 43834,  1
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755318, 33913, 4367,  1
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755307, 82272, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755308, 40149, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755316, 36417, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755320, 16190, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-757751, 36748, 23794,  2
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-757705, 37743, 12043,  2
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755312, 41701, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-758247, 36489, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755319, 26514, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-755314, 31356, 22884,  1
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-757990, 34967, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-757945, 40285, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_pe2, trial-758137, 32160, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756042, 31022, 28265,  1
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756043, 33041, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756046, 885, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756052, 39215, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756041, 33232, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756050, 38321, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756047, 27477, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756045, 22492, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756051, 25643, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756044, 34887, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756048, 40891, 36545,  1
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756053, 31285, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756049, 30969, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756055, 26731, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-757682, 66963, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756058, 36811, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756054, 34765, 24357,  1
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756057, 69374, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756060, 32492, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-757712, 30481, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_powadd, trial-756059, 39030, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756401, 32900, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756402, 47501, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756420, 6288, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756411, 4257, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756405, 30546, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756406, 29427, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756409, 33173, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756413, 887, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756403, 34568, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756415, 44351, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756404, 49243, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-758008, 27419, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756416, 35439, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756408, 28322, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756410, 33244, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756407, 27527, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756418, 40339, 30872,  43
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756414, 32222, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756412, 29279, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756417, 28666, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-756419, 30416, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-757767, 32273, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_rrank, trial-757963, 34718, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756763, 25897, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756761, 10787, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756764, 1783, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756768, 31499, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756762, 32339, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756769, 26647, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756774, 29749, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756765, 31609, 1433,  1
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756766, 32647, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756770, 35642, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756776, 31141, 4884,  1
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756772, 30348, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756777, 80808, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756771, 29009, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756773, 32218, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756778, 21461, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756767, 53334, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756780, 71412, 21053,  4
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756775, 32245, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-758143, 28713, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-756779, 33090, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp01, trial-757874, 33788, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757143, 2648, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757145, 1770, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757142, 29762, 4610,  1
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757149, 28419, 23803,  2
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757146, 32161, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757144, 34855, 11737,  37
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757155, 26597, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757152, 40049, 3218,  48
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757150, 37010, 24557,  1
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757151, 37586, 15942,  1
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757141, 32777, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757147, 35423, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757158, 65235, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757153, 46944, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757160, 29498, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757154, 37217, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757157, 27867, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757884, 33105, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757686, 31479, 29999,  2
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757883, 32729, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757687, 32794, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-757156, 39498, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp03, trial-762927, 40285, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757522, 35544, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757527, 35707, 4063,  2
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757534, 3335, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757525, 34881, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757529, 78859, 6913,  2
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757526, 25612, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757521, 31903, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757528, 6252, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757524, 35448, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757523, 28385, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757535, 13448, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757530, 24263, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757531, 28378, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757532, 31959, 4171,  1
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757538, 31992, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757690, 45949, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757539, 68030, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757533, 31422, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757536, 80783, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-758201, 32179, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757540, 33816, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-758013, 28547, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-757956, 37018, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_texp05, trial-762901, 47059, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755681, 35379, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755688, 40057, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755692, 3588, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755685, 35888, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755683, 40701, 29999,  1
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755682, 35742, 4774,  3
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755691, 35588, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755698, 37364, 15717,  7
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755689, 29518, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755693, 81099, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-757680, 31276, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755690, 39690, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755687, 24779, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755684, 29805, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755696, 32712, 13494,  12
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755694, 37495, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755695, 30563, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-762966, 42235, 4139,  15
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755700, 32149, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755697, 78802, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-757948, 25145, Timeout,  0
harfbuzz_hb-shape-fuzzer, aflchurn_xlogchange, trial-755699, 34070, 28435,  1
libgit2_objects_fuzzer, afl, trial-753323, 82797, 5,  66
libgit2_objects_fuzzer, afl, trial-753322, 82784, 36,  35
libgit2_objects_fuzzer, afl, trial-753321, 82797, 5,  55
libgit2_objects_fuzzer, afl, trial-753332, 82797, 41,  51
libgit2_objects_fuzzer, afl, trial-753334, 82800, 5,  55
libgit2_objects_fuzzer, afl, trial-753328, 82798, 36,  48
libgit2_objects_fuzzer, afl, trial-753329, 82798, 5,  53
libgit2_objects_fuzzer, afl, trial-753326, 82795, 5,  38
libgit2_objects_fuzzer, afl, trial-753325, 82800, 6,  41
libgit2_objects_fuzzer, afl, trial-753335, 82795, 5,  50
libgit2_objects_fuzzer, afl, trial-753324, 82799, 5,  47
libgit2_objects_fuzzer, afl, trial-753327, 82793, 5,  31
libgit2_objects_fuzzer, afl, trial-753340, 82799, 36,  45
libgit2_objects_fuzzer, afl, trial-753337, 72012, 5,  59
libgit2_objects_fuzzer, afl, trial-753338, 82799, 10,  35
libgit2_objects_fuzzer, afl, trial-753330, 1799, 6,  15
libgit2_objects_fuzzer, afl, trial-753331, 82796, 10,  46
libgit2_objects_fuzzer, afl, trial-757792, 82796, 11,  58
libgit2_objects_fuzzer, afl, trial-753339, 82798, 36,  49
libgit2_objects_fuzzer, afl, trial-753333, 82798, 5,  54
libgit2_objects_fuzzer, afl, trial-753336, 82797, 41,  48
libgit2_objects_fuzzer, afl, trial-763153, 80110, 5,  56
libgit2_objects_fuzzer, aflchurn, trial-753687, 82798, 5,  69
libgit2_objects_fuzzer, aflchurn, trial-753688, 82800, 5,  69
libgit2_objects_fuzzer, aflchurn, trial-753682, 82796, 5,  78
libgit2_objects_fuzzer, aflchurn, trial-753681, 82796, 5,  74
libgit2_objects_fuzzer, aflchurn, trial-753684, 82796, 5,  63
libgit2_objects_fuzzer, aflchurn, trial-753685, 82796, 5,  69
libgit2_objects_fuzzer, aflchurn, trial-753683, 8999, 5,  49
libgit2_objects_fuzzer, aflchurn, trial-753686, 24302, 6,  62
libgit2_objects_fuzzer, aflchurn, trial-753694, 82800, 5,  70
libgit2_objects_fuzzer, aflchurn, trial-757801, 82796, 5,  74
libgit2_objects_fuzzer, aflchurn, trial-753693, 80107, 5,  79
libgit2_objects_fuzzer, aflchurn, trial-753690, 82796, 5,  73
libgit2_objects_fuzzer, aflchurn, trial-753697, 82799, 5,  65
libgit2_objects_fuzzer, aflchurn, trial-753691, 82797, 5,  67
libgit2_objects_fuzzer, aflchurn, trial-753695, 2701, 5,  26
libgit2_objects_fuzzer, aflchurn, trial-753692, 2698, 5,  34
libgit2_objects_fuzzer, aflchurn, trial-753689, 72009, 5,  73
libgit2_objects_fuzzer, aflchurn, trial-763199, 77410, 5,  73
libgit2_objects_fuzzer, aflchurn, trial-753696, 75611, 5,  83
libgit2_objects_fuzzer, aflchurn, trial-753698, 82800, 6,  76
libgit2_objects_fuzzer, aflchurn, trial-763188, 79213, 5,  86
libgit2_objects_fuzzer, aflchurn, trial-763129, 79210, 5,  57
libgit2_objects_fuzzer, aflchurn, trial-753700, 82799, 5,  78
libgit2_objects_fuzzer, aflchurn, trial-753699, 82800, 26,  66
libgit2_objects_fuzzer, aflchurn, trial-758073, 82797, 6,  68
libgit2_objects_fuzzer, aflchurn, trial-757800, 82798, 5,  61
libgit2_objects_fuzzer, aflchurn, trial-762862, 80112, 5,  73
libgit2_objects_fuzzer, aflchurn_noaco, trial-754064, 82799, 5,  72
libgit2_objects_fuzzer, aflchurn_noaco, trial-754062, 82799, 5,  62
libgit2_objects_fuzzer, aflchurn_noaco, trial-754065, 82796, 5,  64
libgit2_objects_fuzzer, aflchurn_noaco, trial-754067, 82799, 5,  77
libgit2_objects_fuzzer, aflchurn_noaco, trial-754068, 82795, 5,  72
libgit2_objects_fuzzer, aflchurn_noaco, trial-754061, 82798, 5,  59
libgit2_objects_fuzzer, aflchurn_noaco, trial-754063, 82800, 5,  72
libgit2_objects_fuzzer, aflchurn_noaco, trial-754069, 82799, 5,  62
libgit2_objects_fuzzer, aflchurn_noaco, trial-754077, 82790, 5,  64
libgit2_objects_fuzzer, aflchurn_noaco, trial-754074, 82800, 6,  69
libgit2_objects_fuzzer, aflchurn_noaco, trial-754072, 82799, 5,  86
libgit2_objects_fuzzer, aflchurn_noaco, trial-754078, 82796, 5,  61
libgit2_objects_fuzzer, aflchurn_noaco, trial-754071, 82797, 5,  70
libgit2_objects_fuzzer, aflchurn_noaco, trial-754079, 899, 5,  9
libgit2_objects_fuzzer, aflchurn_noaco, trial-754070, 82795, 5,  49
libgit2_objects_fuzzer, aflchurn_noaco, trial-754075, 82796, 5,  78
libgit2_objects_fuzzer, aflchurn_noaco, trial-754076, 82797, 5,  74
libgit2_objects_fuzzer, aflchurn_noaco, trial-754073, 82796, 6,  72
libgit2_objects_fuzzer, aflchurn_noaco, trial-754066, 82800, 6,  83
libgit2_objects_fuzzer, aflchurn_noaco, trial-754080, 82798, 5,  63
libgit2_objects_fuzzer, aflchurn_noaco, trial-757731, 82797, 5,  70
libgit2_objects_fuzzer, aflchurn_noage, trial-754443, 8997, 6,  51
libgit2_objects_fuzzer, aflchurn_noage, trial-754445, 42308, 5,  65
libgit2_objects_fuzzer, aflchurn_noage, trial-754442, 82796, 5,  69
libgit2_objects_fuzzer, aflchurn_noage, trial-754446, 82800, 6,  78
libgit2_objects_fuzzer, aflchurn_noage, trial-754448, 1801, 5,  33
libgit2_objects_fuzzer, aflchurn_noage, trial-754451, 82800, 5,  83
libgit2_objects_fuzzer, aflchurn_noage, trial-754441, 82798, 5,  71
libgit2_objects_fuzzer, aflchurn_noage, trial-754447, 82797, 6,  66
libgit2_objects_fuzzer, aflchurn_noage, trial-754449, 82795, 5,  77
libgit2_objects_fuzzer, aflchurn_noage, trial-754458, 82799, 5,  77
libgit2_objects_fuzzer, aflchurn_noage, trial-754454, 82798, 5,  64
libgit2_objects_fuzzer, aflchurn_noage, trial-754444, 82796, 5,  59
libgit2_objects_fuzzer, aflchurn_noage, trial-754453, 82799, 5,  71
libgit2_objects_fuzzer, aflchurn_noage, trial-757816, 82795, 5,  71
libgit2_objects_fuzzer, aflchurn_noage, trial-754450, 82798, 6,  72
libgit2_objects_fuzzer, aflchurn_noage, trial-754456, 82798, 5,  66
libgit2_objects_fuzzer, aflchurn_noage, trial-754452, 82799, 5,  69
libgit2_objects_fuzzer, aflchurn_noage, trial-754459, 82797, 6,  73
libgit2_objects_fuzzer, aflchurn_noage, trial-754460, 82796, 6,  63
libgit2_objects_fuzzer, aflchurn_noage, trial-758100, 82798, 6,  70
libgit2_objects_fuzzer, aflchurn_noage, trial-754455, 82797, 5,  74
libgit2_objects_fuzzer, aflchurn_noage, trial-754457, 82799, 5,  77
libgit2_objects_fuzzer, aflchurn_noage, trial-762998, 76510, 5,  66
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754823, 82800, 6,  79
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754824, 82795, 5,  59
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754821, 82799, 5,  65
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754829, 82800, 5,  73
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754822, 82798, 5,  79
libgit2_objects_fuzzer, aflchurn_nochurn, trial-758182, 82799, 5,  74
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754827, 82795, 5,  69
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754828, 13501, 5,  61
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754832, 82798, 5,  68
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754830, 82798, 6,  71
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754838, 82798, 10,  60
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754831, 82799, 5,  76
libgit2_objects_fuzzer, aflchurn_nochurn, trial-758077, 82797, 5,  57
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754825, 82798, 5,  64
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754826, 82796, 5,  66
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754833, 82795, 5,  80
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754834, 82797, 5,  49
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754836, 82796, 10,  65
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754835, 8998, 5,  40
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754837, 82795, 5,  71
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754839, 82799, 5,  69
libgit2_objects_fuzzer, aflchurn_nochurn, trial-754840, 82798, 5,  77
libgit2_objects_fuzzer, aflchurn_pe2, trial-755183, 6300, 15,  44
libgit2_objects_fuzzer, aflchurn_pe2, trial-755190, 82795, 5,  70
libgit2_objects_fuzzer, aflchurn_pe2, trial-755181, 82800, 5,  66
libgit2_objects_fuzzer, aflchurn_pe2, trial-755189, 82799, 5,  71
libgit2_objects_fuzzer, aflchurn_pe2, trial-755185, 1800, 5,  31
libgit2_objects_fuzzer, aflchurn_pe2, trial-755182, 24303, 15,  76
libgit2_objects_fuzzer, aflchurn_pe2, trial-755188, 82799, 5,  67
libgit2_objects_fuzzer, aflchurn_pe2, trial-755187, 1800, 6,  21
libgit2_objects_fuzzer, aflchurn_pe2, trial-755191, 82798, 5,  79
libgit2_objects_fuzzer, aflchurn_pe2, trial-755196, 82798, 5,  72
libgit2_objects_fuzzer, aflchurn_pe2, trial-755195, 82797, 5,  73
libgit2_objects_fuzzer, aflchurn_pe2, trial-755186, 82800, 5,  89
libgit2_objects_fuzzer, aflchurn_pe2, trial-757747, 897, 5,  23
libgit2_objects_fuzzer, aflchurn_pe2, trial-755197, 82800, 5,  71
libgit2_objects_fuzzer, aflchurn_pe2, trial-755193, 82796, 5,  76
libgit2_objects_fuzzer, aflchurn_pe2, trial-755200, 82799, 5,  72
libgit2_objects_fuzzer, aflchurn_pe2, trial-755199, 82796, 5,  68
libgit2_objects_fuzzer, aflchurn_pe2, trial-755192, 82796, 5,  71
libgit2_objects_fuzzer, aflchurn_pe2, trial-755194, 1798, 6,  34
libgit2_objects_fuzzer, aflchurn_pe2, trial-755184, 82799, 6,  70
libgit2_objects_fuzzer, aflchurn_pe2, trial-757748, 82797, 6,  81
