issue, project, bug_id, is_regression, regressed, reported, fixed, discovery_days, fixed_days
5, libarchive, 1, 0, , 20160527, , , 
6, libarchive, 2, 0, , 20160527, , , 
9, freetype2, 1, 0, , 20160601, , , 
10, freetype2, 2, 1, 20160524, 20160603, , 10, 
14, libarchive, 3, 0, , 20160624, , , 
15, libarchive, 4, 0, , 20160624, , , 
16, libarchive, 5, 0, , 20160627, , , 
17, freetype2, 3, 0, , 20160628, , , 
36, freetype2, 4, 1, 20160525, 20160825, , 92, 
38, libxml2, 1, 0, , 20160830, , , 
39, openssl, 1, 0, , 20160830, , , 
40, freetype2, 5, 1, 20160909, 20160909, , 0, 
41, freetype2, 6, 1, 20160909, 20160910, , 1, 
42, libxml2, 2, 1, 20160831, 20160911, , 11, 
47, sqlite3, 1, 0, , 20161004, , , 
48, sqlite3, 2, 0, , 20161006, , , 
52, freetype2, 7, 1, 20160528, 20161010, , 135, 
53, freetype2, 8, 1, 20160525, 20161013, , 141, 
54, libass, 1, 0, , 20161014, , , 
55, pcre2, 1, 1, 20161013, 20161014, , 1, 
57, pcre2, 2, 1, 20161013, 20161014, , 1, 
58, pcre2, 3, 1, 20161013, 20161014, , 1, 
59, pcre2, 4, 1, 20161013, 20161015, , 2, 
62, libchewing, 1, 1, 20161018, 20161018, , 0, 
63, libchewing, 2, 1, 20161018, 20161018, , 0, 
64, libchewing, 3, 1, 20161018, 20161019, , 1, 
65, libchewing, 4, 1, 20161018, 20161019, , 1, 
67, libchewing, 5, 1, 20161018, 20161019, , 1, 
68, libchewing, 6, 1, 20161018, 20161019, , 1, 
69, libchewing, 7, 1, 20161018, 20161019, , 1, 
70, libchewing, 8, 1, 20161018, 20161019, , 1, 
71, libchewing, 9, 1, 20161018, 20161019, , 1, 
72, libchewing, 10, 1, 20161018, 20161019, , 1, 
73, sqlite3, 3, 0, , 20161019, , , 
74, sqlite3, 4, 1, 20161013, 20161019, , 6, 
75, sqlite3, 5, 0, , 20161019, , , 
76, openssl, 2, 1, 20160525, 20161019, , 147, 
77, libxml2, 3, 1, 20160831, 20161019, , 49, 
79, openssl, 3, 0, , 20161019, , , 
80, openssl, 4, 1, 20160525, 20161019, , 147, 
81, freetype2, 9, 1, 20160525, 20161019, , 147, 
82, sqlite3, 6, 1, 20161013, 20161019, , 6, 
84, libchewing, 11, 1, 20161020, 20161021, , 1, 
85, libchewing, 12, 1, 20161020, 20161021, , 1, 
86, libchewing, 13, 1, 20161020, 20161021, , 1, 
87, libchewing, 14, 1, 20161020, 20161021, , 1, 
88, libchewing, 15, 1, 20161020, 20161021, , 1, 
89, libchewing, 16, 1, 20161020, 20161022, , 2, 
90, pcre2, 5, 1, 20161013, 20161022, , 9, 
91, libchewing, 17, 1, 20161020, 20161023, , 3, 
92, libchewing, 18, 1, 20161020, 20161023, , 3, 
93, libchewing, 19, 1, 20161020, 20161023, , 3, 
94, libchewing, 20, 1, 20161020, 20161023, , 3, 
96, libxml2, 4, 1, 20160831, 20161024, 20170605, 54, 224
97, libchewing, 21, 1, 20161020, 20161025, , 5, 
98, pcre2, 6, 1, 20161013, 20161025, , 12, 
99, nss, 1, 0, , 20161025, , , 
101, nss, 2, 0, , 20161025, , , 
102, json, 1, 0, , 20161025, , , 
107, tpm2, 1, 0, , 20161025, , , 
109, libchewing, 22, 1, 20161020, 20161025, , 5, 
110, libchewing, 23, 1, 20161020, 20161025, , 5, 
111, json, 2, 0, , 20161025, , , 
112, libchewing, 24, 1, 20161020, 20161025, , 5, 
113, libchewing, 25, 1, 20161020, 20161025, , 5, 
114, libchewing, 26, 1, 20161020, 20161026, , 6, 
115, pcre2, 7, 1, 20161013, 20161026, , 13, 
116, pcre2, 8, 1, 20161013, 20161026, , 13, 
117, libchewing, 27, 1, 20161020, 20161026, , 6, 
118, libchewing, 28, 1, 20161020, 20161026, , 6, 
119, libchewing, 29, 1, 20161020, 20161027, , 7, 
120, pcre2, 9, 1, 20161013, 20161028, , 15, 
121, libchewing, 30, 1, 20161020, 20161028, , 8, 
122, libchewing, 31, 1, 20161020, 20161030, , 10, 
123, libchewing, 32, 1, 20161020, 20161031, , 11, 
124, libchewing, 33, 1, 20161020, 20161031, , 11, 
125, pcre2, 10, 1, 20161031, 20161031, , 0, 
126, pcre2, 11, 1, 20161031, 20161101, , 1, 
127, pcre2, 12, 1, 20161031, 20161101, , 1, 
128, libchewing, 34, 1, 20161020, 20161101, , 12, 
132, pcre2, 13, 1, 20161031, 20161101, , 1, 
134, libchewing, 35, 1, 20161020, 20161102, , 13, 
135, pcre2, 14, 1, 20161031, 20161103, , 3, 
137, pcre2, 15, 1, 20161031, 20161104, , 4, 
138, pcre2, 16, 1, 20161031, 20161104, , 4, 
139, libarchive, 6, 1, 20160525, 20161106, , 165, 
140, openssl, 5, 1, 20161101, 20161106, , 5, 
141, libchewing, 36, 1, 20161020, 20161106, , 17, 
142, lcms, 1, 0, , 20161107, , , 
143, file, 1, 1, 20161107, 20161108, , 1, 
144, file, 2, 1, 20161107, 20161108, , 1, 
145, libarchive, 7, 1, 20160525, 20161108, , 167, 
146, libchewing, 37, 1, 20161020, 20161108, , 19, 
147, libchewing, 38, 1, 20161020, 20161108, , 19, 
148, libjpeg-turbo, 1, 0, , 20161109, , , 
149, ffmpeg, 1, 0, , 20161109, , , 
150, ffmpeg, 2, 0, , 20161109, , , 
151, ffmpeg, 3, 0, , 20161109, , , 
152, libarchive, 8, 1, 20160528, 20161109, , 165, 
153, file, 3, 1, 20161107, 20161109, , 2, 
154, ffmpeg, 4, 0, , 20161110, , , 
155, ffmpeg, 5, 0, , 20161110, , , 
156, ffmpeg, 6, 0, , 20161110, , , 
157, lcms, 2, 0, , 20161110, , , 
158, ffmpeg, 7, 0, , 20161111, 20170504, , 174
159, libxml2, 5, 1, 20160831, 20161111, , 72, 
160, nss, 3, 0, , 20161111, , , 
161, nss, 4, 0, , 20161111, , , 
162, nss, 5, 0, , 20161111, , , 
163, nss, 6, 0, , 20161111, , , 
164, nss, 7, 0, , 20161111, , , 
165, libchewing, 39, 1, 20161020, 20161111, , 22, 
166, lcms, 3, 0, , 20161112, , , 
167, sqlite3, 7, 0, , 20161113, , , 
168, sqlite3, 8, 1, 20161112, 20161114, , 2, 
169, libpng, 1, 1, 20161020, 20161114, , 25, 
170, libxml2, 6, 1, 20160831, 20161114, , 75, 
171, sqlite3, 9, 1, 20161112, 20161114, , 2, 
172, ots, 1, 0, , 20161114, , , 
173, ffmpeg, 8, 0, , 20161114, , , 
174, libtsm, 1, 1, 20161114, 20161114, , 0, 
175, re2, 1, 0, , 20161114, , , 
176, sqlite3, 10, 0, , 20161114, , , 
177, ffmpeg, 9, 0, , 20161114, , , 
178, ffmpeg, 10, 0, , 20161114, , , 
179, ffmpeg, 11, 0, , 20161115, , , 
180, ffmpeg, 12, 0, , 20161115, , , 
181, libchewing, 40, 1, 20161020, 20161115, , 26, 
182, libtsm, 2, 1, 20161026, 20161115, 20170307, 20, 112
183, ffmpeg, 13, 0, , 20161115, , , 
185, ffmpeg, 14, 0, , 20161115, , , 
186, pcre2, 17, 1, 20161031, 20161115, , 15, 
187, ffmpeg, 15, 1, 20161115, 20161115, , 0, 
188, libchewing, 41, 1, 20161020, 20161115, , 26, 
189, ffmpeg, 16, 0, , 20161116, , , 
190, libarchive, 9, 1, 20160525, 20161116, , 175, 
191, libarchive, 10, 1, 20160525, 20161117, , 176, 
192, lcms, 4, 0, , 20161117, , , 
193, libass, 2, 0, , 20161118, , , 
194, libass, 3, 0, , 20161118, , , 
195, libchewing, 42, 1, 20161020, 20161119, , 30, 
196, libchewing, 43, 1, 20161020, 20161119, , 30, 
197, libchewing, 44, 1, 20161020, 20161119, , 30, 
198, libchewing, 45, 1, 20161020, 20161119, , 30, 
199, sqlite3, 11, 1, 20161111, 20161120, , 9, 
200, libchewing, 46, 1, 20161020, 20161120, , 31, 
201, libchewing, 47, 1, 20161020, 20161120, 20170515, 31, 176
202, libchewing, 48, 1, 20161020, 20161121, , 32, 
203, libchewing, 49, 1, 20161020, 20161121, 20170515, 32, 175
205, libchewing, 50, 1, 20161020, 20161122, 20170515, 33, 174
206, pcre2, 18, 1, 20161104, 20161122, , 18, 
207, libchewing, 51, 1, 20161122, 20161123, , 1, 
208, pcre2, 19, 1, 20161104, 20161124, , 20, 
209, libchewing, 52, 1, 20161020, 20161126, , 37, 
210, libchewing, 53, 1, 20161122, 20161127, , 5, 
212, sqlite3, 12, 0, , 20161129, , , 
213, icu, 1, 1, 20161026, 20161129, , 34, 
214, sqlite3, 13, 0, , 20161129, , , 
215, sqlite3, 14, 0, , 20161129, , , 
216, sqlite3, 15, 0, , 20161129, , , 
217, libtsm, 3, 0, , 20161130, 20170307, , 97
218, sqlite3, 16, 0, , 20161130, , , 
219, libpng, 2, 1, 20161130, 20161201, 20170804, 1, 246
220, libarchive, 11, 1, 20161130, 20161201, , 1, 
221, sqlite3, 17, 1, 20161111, 20161201, , 20, 
222, sqlite3, 18, 0, , 20161202, , , 
223, icu, 2, 0, , 20161202, , , 
224, pcre2, 20, 1, 20161124, 20161204, , 10, 
226, expat, 1, 1, 20160806, 20161206, 20170315, 122, 99
227, libarchive, 12, 1, 20160525, 20161206, , 195, 
228, libchewing, 54, 1, 20161020, 20161206, , 47, 
229, libass, 4, 0, , 20161206, , , 
230, libarchive, 13, 1, 20160525, 20161206, , 195, 
231, freetype2, 10, 1, 20161026, 20161206, , 41, 
232, libarchive, 14, 1, 20161121, 20161206, , 15, 
233, libchewing, 55, 1, 20161020, 20161206, , 47, 
234, libarchive, 15, 1, 20160528, 20161206, , 192, 
235, libarchive, 16, 1, 20160528, 20161206, , 192, 
236, ffmpeg, 17, 0, , 20161206, , , 
237, libarchive, 17, 1, 20160528, 20161206, , 192, 
238, lcms, 5, 0, , 20161206, , , 
239, libarchive, 18, 1, 20160525, 20161206, , 195, 
240, libtsm, 4, 0, , 20161206, 20170307, , 91
241, lcms, 6, 0, , 20161206, , , 
242, sqlite3, 19, 1, 20161111, 20161206, , 25, 
243, sqlite3, 20, 1, 20161111, 20161207, , 26, 
244, nss, 8, 0, , 20161207, , , 
245, ffmpeg, 18, 0, , 20161207, , , 
246, nss, 9, 0, , 20161207, , , 
247, nss, 10, 0, , 20161207, , , 
248, nss, 11, 0, , 20161207, , , 
249, nss, 12, 0, , 20161207, , , 
250, nss, 13, 0, , 20161207, , , 
251, nss, 14, 0, , 20161207, , , 
252, ffmpeg, 19, 0, , 20161207, , , 
253, ffmpeg, 20, 0, , 20161207, , , 
254, ffmpeg, 21, 0, , 20161207, , , 
255, pcre2, 21, 1, 20161031, 20161207, , 37, 
256, icu, 3, 0, , 20161207, , , 
258, libchewing, 56, 1, 20161020, 20161207, , 48, 
259, tpm2, 2, 0, , 20161207, 20170217, , 72
260, tpm2, 3, 0, , 20161207, 20170217, , 72
261, tpm2, 4, 0, , 20161208, 20170217, , 71
262, tpm2, 5, 0, , 20161208, 20170217, , 71
263, tpm2, 6, 0, , 20161208, 20170217, , 71
264, tpm2, 7, 0, , 20161208, 20170217, , 71
265, re2, 2, 1, 20161206, 20161208, , 2, 
266, botan, 1, 0, , 20161209, , , 
267, json, 3, 0, , 20161209, , , 
269, gnutls, 1, 0, , 20161209, , , 
270, lcms, 7, 0, , 20161210, , , 
271, sqlite3, 21, 0, , 20161210, , , 
272, gnutls, 2, 0, , 20161210, , , 
273, ffmpeg, 22, 0, , 20161210, , , 
274, libchewing, 57, 1, 20161020, 20161210, , 51, 
275, botan, 2, 0, , 20161210, , , 
277, gnutls, 3, 0, , 20161211, , , 
278, botan, 3, 1, 20161209, 20161211, , 2, 
279, nss, 15, 0, , 20161211, , , 
280, gnutls, 4, 0, , 20161211, , , 
281, gnutls, 5, 0, , 20161213, , , 
282, file, 4, 1, 20161210, 20161213, , 3, 
283, file, 5, 1, 20161210, 20161213, , 3, 
284, harfbuzz, 1, 1, 20161206, 20161213, , 7, 
285, gnutls, 6, 0, , 20161213, , , 
286, libarchive, 19, 1, 20161213, 20161213, , 0, 
287, pcre2, 22, 1, 20161124, 20161214, , 20, 
288, sqlite3, 22, 1, 20161111, 20161214, , 33, 
289, freetype2, 11, 1, 20161215, 20161215, , 0, 
290, gnutls, 7, 1, 20161215, 20161215, , 0, 
291, expat, 2, 1, 20160808, 20161215, , 129, 
292, gnutls, 8, 1, 20161215, 20161216, , 1, 
293, libchewing, 58, 1, 20161118, 20161216, , 28, 
294, gnutls, 9, 1, 20161216, 20161216, , 0, 
295, freetype2, 12, 1, 20161215, 20161217, , 2, 
298, openssl, 6, 1, 20161216, 20161217, , 1, 
299, gnutls, 10, 0, , 20161218, , , 
300, gnutls, 11, 0, , 20161218, , , 
302, sqlite3, 23, 0, , 20161218, , , 
303, libtsm, 5, 0, , 20161218, 20170307, , 79
304, freetype2, 13, 1, 20161026, 20161218, , 53, 
305, freetype2, 14, 1, 20161215, 20161220, , 5, 
306, pcre2, 23, 1, 20161031, 20161220, , 50, 
307, icu, 4, 0, , 20161221, , , 
308, freetype2, 15, 1, 20161221, 20161221, , 0, 
309, gnutls, 12, 1, 20161216, 20161222, , 6, 
310, libreoffice, 1, 0, , 20161222, , , 
311, libreoffice, 2, 0, , 20161222, , , 
312, libreoffice, 3, 0, , 20161222, , , 
313, libreoffice, 4, 0, , 20161222, , , 
314, freetype2, 16, 1, 20161221, 20161222, , 1, 
315, ffmpeg, 23, 0, , 20161222, , , 
316, pcre2, 24, 1, 20161118, 20161222, , 34, 
317, pcre2, 25, 1, 20161118, 20161222, , 34, 
318, libreoffice, 5, 0, , 20161222, , , 
319, libxml2, 7, 1, 20161013, 20161223, , 71, 
320, pcre2, 26, 1, 20161104, 20161223, , 49, 
321, pcre2, 27, 1, 20161124, 20161223, , 29, 
322, harfbuzz, 2, 1, 20161222, 20161223, 20170217, 1, 56
323, libjpeg-turbo, 2, 0, , 20161224, , , 
324, openssl, 7, 1, 20161224, 20161224, , 0, 
325, ffmpeg, 24, 0, , 20161225, , , 
326, lcms, 8, 1, 20161116, 20161225, , 39, 
327, pcre2, 28, 1, 20161104, 20161225, , 51, 
328, pcre2, 29, 1, 20161031, 20161226, , 56, 
329, pcre2, 30, 1, 20161124, 20161227, , 33, 
330, gnutls, 13, 1, 20161227, 20161227, , 0, 
331, gnutls, 14, 1, 20161227, 20161227, , 0, 
332, pcre2, 31, 1, 20161118, 20161227, , 39, 
333, libxml2, 8, 1, 20161013, 20161227, 20170524, 75, 148
334, freetype2, 17, 1, 20161215, 20161227, , 12, 
335, libarchive, 20, 1, 20161104, 20161227, , 53, 
336, gnutls, 15, 1, 20161228, 20161228, , 0, 
337, gnutls, 16, 1, 20161228, 20161228, , 0, 
338, gnutls, 17, 1, 20161228, 20161228, , 0, 
339, ffmpeg, 25, 0, , 20161228, , , 
340, gnutls, 18, 1, 20161228, 20161228, , 0, 
341, gnutls, 19, 1, 20161224, 20161228, , 4, 
342, json, 4, 1, 20161228, 20161228, , 0, 
343, json, 5, 1, 20161228, 20161228, , 0, 
344, json, 6, 1, 20161228, 20161228, , 0, 
346, gnutls, 20, 1, 20161228, 20161229, , 1, 
347, json, 7, 0, , 20161229, , , 
348, freetype2, 18, 1, 20161215, 20161229, , 14, 
349, gnutls, 21, 1, 20161228, 20161229, 20170220, 1, 53
350, lcms, 9, 0, , 20161229, , , 
351, libxml2, 9, 1, 20161013, 20161229, , 77, 
354, gnutls, 22, 1, 20161228, 20161229, 20170301, 1, 62
355, libreoffice, 6, 1, 20161229, 20161230, , 1, 
356, ffmpeg, 26, 0, , 20161230, , , 
357, libchewing, 59, 1, 20161020, 20161230, , 71, 
358, libreoffice, 7, 0, , 20161230, , , 
359, libarchive, 21, 1, 20161130, 20161230, , 30, 
360, gnutls, 23, 1, 20161228, 20161231, 20170301, 3, 60
361, pcre2, 32, 1, 20161031, 20161231, , 61, 
362, freetype2, 19, 1, 20161217, 20161231, , 14, 
363, gnutls, 24, 1, 20161224, 20161231, , 7, 
364, nss, 16, 0, , 20170101, , , 
365, sqlite3, 24, 1, 20161111, 20170101, , 51, 
366, json, 8, 1, 20161228, 20170101, , 4, 
367, json, 9, 1, 20161228, 20170101, , 4, 
368, freetype2, 20, 1, 20161215, 20170101, , 17, 
369, gnutls, 25, 1, 20161228, 20170101, , 4, 
370, llvm_libcxxabi, 1, 0, , 20170101, , , 
371, gnutls, 26, 1, 20161215, 20170101, , 17, 
372, libreoffice, 8, 0, , 20170102, , , 
373, libchewing, 60, 1, 20161020, 20170102, , 74, 
374, pcre2, 33, 1, 20161013, 20170103, , 82, 
375, tpm2, 8, 0, , 20170103, 20170217, , 45
376, gnutls, 27, 1, 20161224, 20170103, , 10, 
377, json, 10, 0, , 20170103, , , 
378, freetype2, 21, 0, , 20170103, , , 
380, freetype2, 22, 1, 20161026, 20170104, , 70, 
381, json, 11, 1, 20170103, 20170104, , 1, 
382, libarchive, 22, 1, 20160525, 20170104, , 224, 
384, sqlite3, 25, 1, 20170102, 20170104, , 2, 
385, gnutls, 28, 1, 20170104, 20170105, , 1, 
386, gnutls, 29, 0, , 20170105, 20170405, , 90
387, gnutls, 30, 0, , 20170105, 20170307, , 61
388, gnutls, 31, 0, , 20170106, , , 
389, gnutls, 32, 0, , 20170106, , , 
390, boringssl, 1, 1, 20170106, 20170106, , 0, 
391, gnutls, 33, 1, 20161228, 20170107, 20170224, 10, 48
392, gnutls, 34, 1, 20161228, 20170107, 20170306, 10, 58
393, gnutls, 35, 1, 20161215, 20170107, , 23, 
394, libreoffice, 9, 1, 20170108, 20170108, , 0, 
395, libreoffice, 10, 1, 20170109, 20170110, , 1, 
396, lcms, 10, 0, , 20170110, , , 
397, sqlite3, 26, 1, 20170102, 20170110, , 8, 
398, pcre2, 34, 1, 20161124, 20170110, , 47, 
399, openssl, 8, 1, 20161224, 20170110, , 17, 
401, openssl, 9, 0, , 20170110, , , 
402, ots, 2, 1, 20170110, 20170111, , 1, 
403, tor, 1, 1, 20170111, 20170111, , 0, 
404, ots, 3, 1, 20170110, 20170112, , 2, 
405, libreoffice, 11, 1, 20170112, 20170112, , 0, 
406, lcms, 11, 0, , 20170112, , , 
407, openssl, 10, 1, 20161101, 20170115, , 75, 
408, tor, 2, 0, , 20170115, 20170215, , 31
409, libxml2, 10, 1, 20160831, 20170116, , 138, 
410, ffmpeg, 27, 0, , 20170116, , , 
411, libreoffice, 12, 1, 20170108, 20170116, 20170310, 8, 53
412, libxml2, 11, 1, 20160831, 20170117, , 139, 
413, libreoffice, 13, 1, 20170116, 20170117, , 1, 
414, libreoffice, 14, 1, 20170112, 20170117, , 5, 
415, libreoffice, 15, 1, 20170112, 20170117, , 5, 
416, libreoffice, 16, 1, 20170112, 20170117, , 5, 
419, libreoffice, 17, 1, 20170109, 20170118, 20170308, 9, 49
420, gnutls, 36, 1, 20170117, 20170118, 20170220, 1, 33
421, libarchive, 23, 1, 20170118, 20170118, , 0, 
422, libarchive, 24, 1, 20170118, 20170118, , 0, 
423, libxml2, 12, 1, 20160831, 20170118, , 140, 
424, libreoffice, 18, 1, 20170109, 20170119, 20170310, 10, 50
425, irssi, 1, 1, 20170119, 20170120, , 1, 
426, libass, 5, 1, 20170119, 20170120, , 1, 
427, gnutls, 37, 1, 20170119, 20170120, , 1, 
428, libass, 6, 1, 20170119, 20170120, , 1, 
429, libass, 7, 1, 20170119, 20170120, , 1, 
430, libass, 8, 1, 20170119, 20170120, , 1, 
431, libass, 9, 1, 20170119, 20170120, , 1, 
432, file, 6, 1, 20170119, 20170120, , 1, 
433, libass, 10, 1, 20170119, 20170120, , 1, 
434, gnutls, 38, 1, 20161224, 20170120, 20170309, 27, 48
435, libxml2, 13, 1, 20160831, 20170120, , 142, 
436, libass, 11, 1, 20170119, 20170120, , 1, 
437, icu, 5, 0, , 20170121, , , 
438, ffmpeg, 28, 0, , 20170121, , , 
439, libreoffice, 19, 1, 20161229, 20170121, 20170310, 23, 48
440, ffmpeg, 29, 1, 20170118, 20170121, , 3, 
441, freetype2, 23, 1, 20170106, 20170121, , 15, 
442, icu, 6, 1, 20170118, 20170122, , 4, 
443, libarchive, 25, 1, 20170118, 20170122, , 4, 
444, ffmpeg, 30, 0, , 20170122, , , 
445, ffmpeg, 31, 1, 20170118, 20170123, , 5, 
446, ffmpeg, 32, 1, 20170118, 20170123, , 5, 
447, libchewing, 61, 1, 20161020, 20170123, , 95, 
448, icu, 7, 1, 20170118, 20170124, , 6, 
449, libtsm, 6, 1, 20170124, 20170124, , 0, 
450, icu, 8, 1, 20170121, 20170124, , 3, 
451, libarchive, 26, 1, 20160525, 20170124, , 244, 
452, ffmpeg, 33, 0, , 20170124, , , 
453, libarchive, 27, 1, 20161104, 20170124, , 81, 
454, ffmpeg, 34, 0, , 20170124, , , 
455, icu, 9, 1, 20170121, 20170124, , 3, 
456, ffmpeg, 35, 1, 20170124, 20170124, , 0, 
457, libtsm, 7, 1, 20170124, 20170124, 20170307, 0, 42
458, libarchive, 28, 1, 20160525, 20170124, , 244, 
459, libchewing, 62, 1, 20170119, 20170124, , 5, 
460, lcms, 12, 0, , 20170125, , , 
461, ffmpeg, 36, 1, 20170124, 20170125, , 1, 
462, libass, 12, 1, 20170117, 20170125, , 8, 
463, libreoffice, 20, 1, 20170109, 20170125, , 16, 
464, icu, 10, 1, 20170118, 20170125, , 7, 
465, ffmpeg, 37, 1, 20170124, 20170125, , 1, 
467, ffmpeg, 38, 1, 20170124, 20170126, , 2, 
468, icu, 11, 1, 20170124, 20170126, , 2, 
469, icu, 12, 0, , 20170126, , , 
470, libxml2, 14, 1, 20170124, 20170126, , 2, 
471, ffmpeg, 39, 0, , 20170126, , , 
472, icu, 13, 1, 20170124, 20170126, , 2, 
473, icu, 14, 1, 20170121, 20170126, , 5, 
475, icu, 15, 1, 20170121, 20170126, , 5, 
476, ffmpeg, 40, 1, 20170124, 20170126, , 2, 
477, json, 12, 1, 20170127, 20170127, , 0, 
478, ffmpeg, 41, 1, 20170118, 20170127, , 9, 
479, ffmpeg, 42, 1, 20170124, 20170127, , 3, 
480, boringssl, 2, 1, 20170127, 20170127, , 0, 
481, ffmpeg, 43, 1, 20170124, 20170127, , 3, 
482, libchewing, 63, 1, 20170124, 20170128, , 4, 
483, ffmpeg, 44, 0, , 20170128, , , 
484, ffmpeg, 45, 0, , 20170128, , , 
485, libarchive, 29, 1, 20170124, 20170128, , 4, 
486, libreoffice, 21, 1, 20170109, 20170128, 20170310, 19, 41
487, lcms, 13, 0, , 20170128, 20170307, , 38
488, libreoffice, 22, 1, 20170128, 20170129, 20170310, 1, 40
489, libreoffice, 23, 1, 20170128, 20170129, 20170310, 1, 40
490, c-ares, 1, 1, 20170124, 20170129, , 5, 
491, libass, 13, 1, 20170117, 20170129, , 12, 
492, icu, 16, 1, 20170120, 20170129, , 9, 
493, ffmpeg, 46, 1, 20170124, 20170129, , 5, 
494, ffmpeg, 47, 1, 20170124, 20170129, , 5, 
495, pcre2, 35, 1, 20161124, 20170129, , 66, 
496, ffmpeg, 48, 1, 20170118, 20170129, , 11, 
497, libarchive, 30, 1, 20160525, 20170130, 20170501, 250, 91
498, ffmpeg, 49, 1, 20170124, 20170130, , 6, 
499, openssl, 11, 1, 20170130, 20170130, , 0, 
500, ffmpeg, 50, 0, , 20170130, 20170220, , 21
501, ffmpeg, 51, 1, 20170118, 20170130, , 12, 
502, libreoffice, 24, 1, 20170125, 20170130, 20170310, 5, 39
503, ffmpeg, 52, 0, , 20170130, 20170301, , 30
504, libarchive, 31, 1, 20170125, 20170131, , 6, 
505, libchewing, 64, 1, 20161020, 20170131, 20170504, 103, 93
506, libreoffice, 25, 1, 20170131, 20170201, , 1, 
507, ffmpeg, 53, 0, , 20170201, 20170225, , 24
508, ffmpeg, 54, 0, , 20170201, , , 
509, freetype2, 24, 1, 20170131, 20170201, , 1, 
510, ffmpeg, 55, 0, , 20170202, , , 
511, libarchive, 32, 1, 20160528, 20170202, , 250, 
512, icu, 17, 1, 20170118, 20170202, , 15, 
513, libass, 14, 1, 20170117, 20170202, , 16, 
514, libarchive, 33, 1, 20160528, 20170202, , 250, 
515, libxml2, 15, 1, 20160831, 20170202, , 155, 
516, libass, 15, 0, , 20170202, , , 
517, lcms, 14, 0, , 20170202, 20170320, , 46
518, libteken, 1, 0, , 20170202, , , 
519, lcms, 15, 0, , 20170202, 20170320, , 46
520, libxml2, 16, 0, , 20170203, 20170530, , 116
521, ots, 4, 0, , 20170203, , , 
522, libass, 16, 0, , 20170203, , , 
523, libass, 17, 0, , 20170203, , , 
524, file, 7, 0, , 20170203, , , 
525, irssi, 2, 0, , 20170203, , , 
526, libarchive, 34, 0, , 20170203, , , 
527, libarchive, 35, 0, , 20170203, 20170429, , 85
528, libarchive, 36, 0, , 20170203, 20170307, , 32
529, lcms, 16, 0, , 20170203, , , 
530, lcms, 17, 0, , 20170203, , , 
531, libass, 18, 0, , 20170203, 20170217, , 14
532, libarchive, 37, 0, , 20170203, , , 
533, libass, 19, 0, , 20170203, , , 
534, lcms, 18, 0, , 20170203, 20170224, , 21
535, lcms, 19, 0, , 20170203, , , 
536, libtsm, 8, 0, , 20170203, 20170217, , 14
537, lcms, 20, 0, , 20170203, 20170224, , 21
538, libarchive, 38, 0, , 20170203, , , 
539, lcms, 21, 0, , 20170203, , , 
540, ffmpeg, 56, 1, 20170118, 20170203, , 16, 
541, ffmpeg, 57, 0, , 20170203, , , 
542, libass, 20, 0, , 20170203, 20170217, , 14
543, lcms, 22, 0, , 20170203, 20170320, , 45
544, ffmpeg, 58, 0, , 20170203, , , 
545, file, 8, 1, 20170126, 20170203, 20170314, 8, 39
546, ffmpeg, 59, 0, , 20170204, , , 
547, libreoffice, 26, 1, 20170131, 20170204, , 4, 
548, ffmpeg, 60, 0, , 20170204, 20170306, , 30
549, libtsm, 9, 0, , 20170204, 20170307, , 31
550, libtsm, 10, 0, , 20170204, 20170307, , 31
551, libarchive, 39, 1, 20161207, 20170205, , 60, 
552, libarchive, 40, 1, 20160528, 20170205, , 253, 
553, pcre2, 36, 1, 20161231, 20170205, , 36, 
554, h2o, 1, 0, , 20170206, , , 
555, ffmpeg, 61, 0, , 20170206, , , 
556, libarchive, 41, 0, , 20170206, , , 
557, pcre2, 37, 0, , 20170206, , , 
558, libchewing, 65, 1, 20161020, 20170206, 20170307, 109, 29
559, ffmpeg, 62, 0, , 20170207, , , 
560, gnutls, 39, 1, 20170206, 20170207, 20170809, 1, 183
561, gnutls, 40, 1, 20161215, 20170207, 20170809, 54, 183
562, libxml2, 17, 1, 20160831, 20170207, 20170527, 160, 109
563, libplist, 1, 0, , 20170207, , , 
564, libplist, 2, 0, , 20170207, , , 
565, libplist, 3, 0, , 20170207, , , 
566, libplist, 4, 0, , 20170207, , , 
567, libreoffice, 27, 1, 20170207, 20170207, , 0, 
568, ffmpeg, 63, 0, , 20170207, , , 
569, libplist, 5, 0, , 20170208, , , 
570, libchewing, 66, 1, 20161122, 20170208, , 78, 
571, openssl, 12, 1, 20170208, 20170208, , 0, 
572, libprotobuf-mutator, 1, 1, 20170207, 20170208, , 1, 
573, libarchive, 42, 1, 20160525, 20170208, 20170910, 259, 214
574, libreoffice, 28, 1, 20170109, 20170208, 20170310, 30, 30
575, libplist, 6, 1, 20170208, 20170208, 20170217, 0, 9
576, libreoffice, 29, 1, 20170115, 20170209, , 25, 
577, libarchive, 43, 0, , 20170209, 20170430, , 80
578, nss, 17, 1, 20170209, 20170210, 20170217, 1, 7
579, libreoffice, 30, 1, 20170131, 20170210, , 10, 
580, libplist, 7, 0, , 20170210, , , 
581, nss, 18, 1, 20170209, 20170210, , 1, 
582, llvm_libcxxabi, 2, 1, 20170118, 20170211, 20170524, 24, 102
